Timestamp,Day_of_Week,Time_of_Day,Is_Weekend,Is_Holiday,Special_Event,Cub1_VOC (ppm),Cub2_VOC (ppm),Cub3_VOC (ppm),Common_VOC (ppm),Cub1_CO2 (ppm),Cub2_CO2 (ppm),Cub3_CO2 (ppm),Common_CO2 (ppm),Cub1_Temp (°C),Cub2_Temp (°C),Cub3_Temp (°C),Common_Temp (°C),Odor_Level,Cub1_Moisture (%),Cub2_Moisture (%),Cub3_Moisture (%),Common_Moisture (%),Cub1_Load (kg),Cub2_Load (kg),Cub3_Load (kg),Mall_Occupancy,Cub1_Occupancy,Cub2_Occupancy,Cub3_Occupancy,Common_Occupancy
2024-01-03 15:15:00,Wednesday,15,no,no,no,243,222,261,187,627,526,512,578,24.6,26.1,26.7,24.2,Medium,70,79,75,70,28,15,31,1328,2,0,2,5
2024-01-03 15:20:00,Wednesday,15,no,no,no,228,166,134,343,666,484,646,710,25.3,24.4,24.5,27.9,High,71,72,88,61,3,44,11,2614,0,1,1,5
2024-01-03 15:25:00,Wednesday,15,no,no,no,165,155,134,313,585,560,442,567,24.7,25.6,23.1,26.9,High,79,84,79,68,19,25,28,2543,0,0,0,2
2024-01-03 15:30:00,Wednesday,15,no,no,no,161,269,178,175,425,547,684,713,25.2,26.7,25.2,24.7,High,74,84,85,67,41,13,17,1746,0,0,2,4
2024-01-03 15:35:00,Wednesday,15,no,no,no,130,283,232,167,541,673,558,575,26.5,27.0,24.6,24.1,Medium,76,88,85,71,35,22,5,2497,1,0,0,2
2024-01-03 15:40:00,Wednesday,15,no,no,no,241,187,131,215,453,678,672,569,23.1,25.8,24.9,25.6,High,87,82,79,66,36,10,26,1657,1,1,0,2
2024-01-03 15:45:00,Wednesday,15,no,no,no,218,105,261,301,431,523,480,635,26.1,26.3,26.4,27.1,High,82,70,81,63,29,37,28,1845,2,2,1,4
2024-01-03 15:50:00,Wednesday,15,no,no,no,298,136,129,157,654,473,488,718,23.5,24.0,23.4,25.4,High,84,82,72,74,47,24,38,1675,2,2,1,5
2024-01-03 15:55:00,Wednesday,15,no,no,no,168,237,259,187,456,637,678,483,23.4,26.9,23.7,26.8,Medium,87,86,82,61,33,5,4,2238,0,2,0,2
2024-01-03 16:00:00,Wednesday,16,no,no,no,216,145,194,316,457,606,532,650,24.2,26.2,25.9,24.1,High,87,70,81,62,46,40,33,2008,1,2,0,2
2024-01-03 16:05:00,Wednesday,16,no,no,no,298,208,100,328,598,426,500,522,24.7,23.5,23.8,25.8,High,84,70,78,79,45,24,31,1416,2,0,0,2
2024-01-03 16:10:00,Wednesday,16,no,no,no,119,184,187,165,501,496,625,505,26.9,25.7,25.8,25.8,Medium,86,73,72,64,16,5,16,1272,0,2,2,5
2024-01-03 16:15:00,Wednesday,16,no,no,no,244,284,237,195,471,647,691,539,24.5,24.8,25.4,26.8,Medium,84,81,73,63,13,8,31,1420,1,2,0,3
2024-01-03 16:20:00,Wednesday,16,no,no,no,207,243,121,234,444,558,699,499,23.5,23.4,25.6,26.0,High,75,80,74,63,40,25,35,1382,0,2,2,5
2024-01-03 16:25:00,Wednesday,16,no,no,no,182,295,228,162,546,403,536,613,23.6,23.2,26.8,25.1,High,80,70,81,60,42,12,11,1504,2,0,1,4
2024-01-03 16:30:00,Wednesday,16,no,no,no,296,281,200,189,509,526,636,657,27.0,26.1,25.8,25.9,High,84,87,77,76,31,33,13,2477,1,2,0,5
2024-01-03 16:35:00,Wednesday,16,no,no,no,221,200,150,220,492,491,408,702,26.4,23.6,24.7,26.1,High,78,87,79,72,45,26,38,2662,2,0,2,3
2024-01-03 16:40:00,Wednesday,16,no,no,no,146,263,123,335,546,458,452,542,25.2,23.8,23.9,24.0,High,78,89,88,65,27,48,45,1216,1,2,1,3
2024-01-03 16:45:00,Wednesday,16,no,no,no,120,176,277,202,439,673,641,600,24.2,26.8,24.3,24.9,High,76,85,72,65,24,25,13,1094,0,1,0,2
2024-01-03 16:50:00,Wednesday,16,no,no,no,279,264,282,174,413,676,675,706,23.2,27.0,25.9,26.2,High,85,74,71,74,16,32,43,2359,2,1,2,3
2024-01-03 16:55:00,Wednesday,16,no,no,no,204,285,136,208,503,515,655,670,24.1,26.0,24.7,26.0,High,78,74,73,67,42,35,39,1982,1,2,1,3
2024-01-03 17:00:00,Wednesday,17,no,no,no,239,272,232,197,442,588,453,570,25.2,26.2,25.6,25.0,Medium,70,77,80,64,9,37,29,1090,1,2,0,5
2024-01-03 17:05:00,Wednesday,17,no,no,no,216,157,295,291,620,636,675,492,26.2,26.7,23.5,25.3,High,76,78,83,72,31,4,16,2834,2,1,2,2
2024-01-03 17:10:00,Wednesday,17,no,no,no,172,165,214,224,485,455,530,744,25.3,26.9,24.8,25.2,High,86,83,78,77,33,49,6,2979,2,2,1,2
2024-01-03 17:15:00,Wednesday,17,no,no,no,197,203,231,209,426,688,601,557,25.7,23.4,25.2,26.5,High,76,76,85,72,32,48,43,2942,1,1,0,5
2024-01-03 17:20:00,Wednesday,17,no,no,no,296,130,129,162,647,422,675,475,24.1,25.4,26.2,27.6,High,89,89,84,76,48,25,42,1618,0,2,2,3
2024-01-03 17:25:00,Wednesday,17,no,no,no,177,184,129,258,518,573,490,529,24.4,27.0,24.1,27.4,High,84,86,89,65,23,35,5,1313,2,0,0,2
2024-01-03 17:30:00,Wednesday,17,no,no,no,290,242,136,220,573,563,589,477,26.2,26.0,24.5,24.2,High,81,82,88,63,31,25,28,1186,0,2,0,3
2024-01-03 17:35:00,Wednesday,17,no,no,no,149,282,244,198,514,614,614,466,24.0,25.6,23.7,26.5,Medium,79,89,78,62,3,7,33,1165,2,1,0,2
2024-01-03 17:40:00,Wednesday,17,no,no,no,286,273,253,161,639,548,400,723,25.6,26.3,23.1,26.1,High,75,84,76,60,49,8,28,2031,1,2,0,4
2024-01-03 17:45:00,Wednesday,17,no,no,no,247,278,122,343,486,502,421,655,24.1,25.3,23.8,25.2,High,85,85,81,66,7,30,8,2629,0,2,1,5
2024-01-03 17:50:00,Wednesday,17,no,no,no,166,195,144,182,603,477,502,640,26.9,26.9,24.8,26.9,High,77,87,73,74,7,34,31,1789,0,0,0,3
2024-01-03 17:55:00,Wednesday,17,no,no,no,181,203,237,278,669,485,651,556,25.6,25.8,25.1,26.2,High,87,83,71,75,42,0,7,1311,2,2,1,4
2024-01-03 18:00:00,Wednesday,18,no,no,no,195,192,297,266,405,538,547,596,25.6,23.2,23.1,27.2,High,79,73,89,78,14,5,31,2193,0,0,0,3
2024-01-03 18:05:00,Wednesday,18,no,no,no,182,201,123,317,556,406,497,488,26.3,24.6,24.7,27.1,High,77,82,73,73,12,38,48,1352,2,2,1,4
2024-01-03 18:10:00,Wednesday,18,no,no,no,157,292,281,237,671,490,650,469,24.3,25.4,24.8,25.4,High,77,89,88,75,7,39,27,2052,0,1,0,3
2024-01-03 18:15:00,Wednesday,18,no,no,no,165,278,197,313,521,677,626,702,24.7,26.4,26.2,26.1,High,75,89,74,63,45,48,37,2442,1,1,1,4
2024-01-03 18:20:00,Wednesday,18,no,no,no,193,129,285,284,548,633,428,665,24.8,24.0,23.8,27.2,High,79,76,85,68,14,32,12,2270,0,0,0,3
2024-01-03 18:25:00,Wednesday,18,no,no,no,190,176,171,202,403,528,619,490,25.9,23.3,25.5,26.7,High,86,71,89,60,37,13,24,2955,1,1,2,3
2024-01-03 18:30:00,Wednesday,18,no,no,no,228,214,137,321,624,513,474,457,24.2,23.6,24.1,24.4,High,87,76,84,61,14,21,3,1721,0,0,1,4
2024-01-03 18:35:00,Wednesday,18,no,no,no,296,174,179,248,636,402,635,715,23.2,26.5,23.6,26.6,High,74,86,75,63,5,27,19,2260,0,0,2,5
2024-01-03 18:40:00,Wednesday,18,no,no,no,256,139,250,224,443,501,480,683,25.5,23.1,24.7,27.3,High,73,83,77,61,11,4,29,2948,1,1,2,2
2024-01-03 18:45:00,Wednesday,18,no,no,no,169,160,204,177,553,691,459,467,26.0,23.5,23.6,25.1,Medium,75,78,85,73,11,5,22,1011,0,1,1,4
2024-01-03 18:50:00,Wednesday,18,no,no,no,295,254,140,307,579,474,657,684,24.1,26.4,24.3,27.2,High,72,87,74,78,43,16,30,2694,2,1,1,4
2024-01-03 18:55:00,Wednesday,18,no,no,no,284,213,214,334,461,661,505,717,24.3,25.5,25.6,25.4,High,82,73,77,61,41,15,47,2963,1,2,2,2
2024-01-03 19:00:00,Wednesday,19,no,no,no,162,290,294,300,497,575,440,679,23.1,24.2,25.6,26.1,High,85,83,84,62,42,16,46,1776,0,0,1,3
2024-01-03 19:05:00,Wednesday,19,no,no,no,256,207,241,190,631,624,601,456,23.7,25.4,25.7,25.7,Medium,76,71,78,73,21,13,12,1848,0,1,0,2
2024-01-03 19:10:00,Wednesday,19,no,no,no,282,142,285,215,568,665,688,494,25.2,26.9,24.9,26.5,High,70,89,79,74,15,44,32,2135,0,0,1,4
2024-01-03 19:15:00,Wednesday,19,no,no,no,229,120,293,274,544,658,595,485,25.9,25.3,23.1,27.1,High,77,70,80,65,35,18,17,2438,0,1,1,4
2024-01-03 19:20:00,Wednesday,19,no,no,no,191,117,188,328,605,652,699,497,23.1,24.7,24.8,27.8,High,78,82,84,68,0,3,47,2111,1,1,2,2
2024-01-03 19:25:00,Wednesday,19,no,no,no,276,280,172,232,649,408,640,730,24.1,26.8,26.3,25.1,High,81,79,72,69,19,34,3,1999,0,1,1,4
2024-01-03 19:30:00,Wednesday,19,no,no,no,209,248,168,298,608,503,559,630,25.7,24.9,23.4,26.3,High,75,72,71,68,21,1,35,1554,0,0,1,5
2024-01-03 19:35:00,Wednesday,19,no,no,no,146,241,286,227,549,642,620,565,25.9,25.9,26.0,24.2,High,85,85,89,72,15,38,11,1028,1,2,1,4
2024-01-03 19:40:00,Wednesday,19,no,no,no,271,285,284,158,492,537,628,648,26.1,23.9,24.6,27.8,High,82,88,82,79,17,2,19,1351,0,1,1,2
2024-01-03 19:45:00,Wednesday,19,no,no,no,124,258,199,305,440,689,553,593,23.1,25.5,23.3,24.7,High,74,89,79,75,29,17,13,2236,2,0,1,3
2024-01-03 19:50:00,Wednesday,19,no,no,no,235,120,165,183,686,521,664,532,26.9,26.4,25.8,26.5,Medium,87,83,73,73,37,22,8,2884,1,1,0,4
2024-01-03 19:55:00,Wednesday,19,no,no,no,196,184,202,290,640,492,472,571,23.2,23.7,26.9,25.9,High,78,84,81,70,11,1,30,2465,2,1,2,5
2024-01-03 20:00:00,Wednesday,20,no,no,no,169,212,181,183,643,515,664,578,25.7,25.7,23.9,24.9,Medium,89,89,88,74,40,37,45,2839,2,2,1,3
2024-01-03 20:05:00,Wednesday,20,no,no,no,143,268,286,321,434,430,654,451,26.4,24.8,24.1,25.8,High,78,74,87,62,0,11,34,1678,1,2,1,3
2024-01-03 20:10:00,Wednesday,20,no,no,no,234,252,192,313,546,652,566,709,24.8,25.0,25.7,27.9,High,73,71,78,65,30,32,33,1524,1,0,2,3
2024-01-03 20:15:00,Wednesday,20,no,no,no,249,129,277,182,633,486,605,561,26.7,26.6,23.0,24.7,Medium,79,76,71,74,44,37,16,2091,0,1,0,5
2024-01-03 20:20:00,Wednesday,20,no,no,no,178,292,127,245,491,454,436,508,26.0,24.9,23.0,26.5,High,74,70,70,75,37,4,2,1371,1,1,0,3
2024-01-03 20:25:00,Wednesday,20,no,no,no,112,197,262,185,678,476,601,637,23.5,26.3,25.7,26.0,High,71,75,81,64,23,15,30,1704,1,1,1,4
2024-01-03 20:30:00,Wednesday,20,no,no,no,172,204,248,249,509,676,431,542,24.4,26.1,25.4,24.4,High,75,75,76,79,2,0,37,2781,2,2,1,3
2024-01-03 20:35:00,Wednesday,20,no,no,no,235,261,181,227,541,405,469,589,25.8,24.8,23.3,27.7,High,89,74,77,71,2,49,5,2723,2,0,2,4
2024-01-03 20:40:00,Wednesday,20,no,no,no,131,235,195,294,483,487,492,583,24.6,24.8,24.8,26.1,High,80,89,83,67,21,49,17,2522,1,2,0,4
2024-01-03 20:45:00,Wednesday,20,no,no,no,115,164,287,245,475,670,640,487,26.1,23.3,24.8,25.4,High,74,78,82,63,18,48,23,2829,1,2,1,5
2024-01-03 20:50:00,Wednesday,20,no,no,no,269,282,268,203,543,539,494,668,26.1,26.1,25.6,24.9,High,81,86,85,60,30,45,14,1195,2,2,1,3
2024-01-03 20:55:00,Wednesday,20,no,no,no,212,243,243,207,503,439,468,452,25.0,24.7,25.0,25.8,High,70,81,76,64,1,30,13,1623,2,0,2,2
2024-01-03 21:00:00,Wednesday,21,no,no,no,187,232,132,154,694,563,499,657,26.1,26.5,23.3,24.4,High,88,78,85,65,42,30,25,1349,2,0,0,4
2024-01-03 21:05:00,Wednesday,21,no,no,no,221,282,273,217,493,661,595,456,26.9,25.3,23.9,24.1,High,74,88,71,63,2,1,35,2652,0,1,0,4
2024-01-03 21:10:00,Wednesday,21,no,no,no,264,123,148,310,502,539,502,664,26.3,26.0,26.6,26.1,High,76,75,75,64,5,14,29,1975,0,1,1,5
2024-01-03 21:15:00,Wednesday,21,no,no,no,191,118,212,152,525,501,679,484,23.8,26.7,23.3,25.9,Medium,70,70,83,66,13,10,41,1410,0,0,0,4
2024-01-03 21:20:00,Wednesday,21,no,no,no,148,271,252,306,411,439,639,701,23.0,23.0,26.6,27.9,High,75,77,85,70,28,37,9,2647,0,1,0,2
2024-01-03 21:25:00,Wednesday,21,no,no,no,126,261,270,239,429,414,671,586,25.2,25.1,24.8,27.0,High,79,79,81,71,34,24,27,2945,0,1,2,4
2024-01-03 21:30:00,Wednesday,21,no,no,no,293,281,137,203,416,617,634,454,23.6,25.4,27.0,27.7,High,88,80,88,62,23,41,0,1351,2,2,0,5
2024-01-03 21:35:00,Wednesday,21,no,no,no,197,270,100,198,521,515,680,543,24.5,25.5,26.5,24.7,Medium,80,80,82,79,32,42,14,2006,2,0,0,2
2024-01-03 21:40:00,Wednesday,21,no,no,no,120,255,174,299,617,516,465,598,26.3,24.1,26.7,27.6,High,74,84,84,75,32,37,21,1155,2,0,2,2
2024-01-03 21:45:00,Wednesday,21,no,no,no,196,170,139,194,611,605,484,491,23.9,25.3,27.0,26.3,Medium,87,76,72,71,12,31,13,2624,1,0,1,3
2024-01-03 21:50:00,Wednesday,21,no,no,no,211,210,233,332,693,423,672,481,24.9,24.0,24.4,26.8,High,77,78,79,60,10,16,3,2085,1,1,0,5
2024-01-03 21:55:00,Wednesday,21,no,no,no,204,268,199,330,631,460,593,593,24.6,26.4,23.3,26.5,High,74,75,77,78,26,23,38,2589,2,0,2,2
2024-01-04 10:00:00,Thursday,10,no,no,no,222,148,163,244,520,626,659,500,24.9,23.6,26.8,27.6,High,72,84,77,79,43,30,45,1284,2,0,0,5
2024-01-04 10:05:00,Thursday,10,no,no,no,144,130,171,331,498,572,537,626,23.4,23.4,25.9,26.9,High,73,76,71,71,47,20,45,2687,0,1,0,4
2024-01-04 10:10:00,Thursday,10,no,no,no,200,236,214,278,494,431,497,655,23.4,23.6,24.6,27.6,High,74,78,88,68,16,39,33,1686,0,1,1,3
2024-01-04 10:15:00,Thursday,10,no,no,no,127,240,200,234,625,437,666,591,25.3,24.3,24.3,24.9,High,73,89,79,63,28,38,9,2224,1,1,2,4
2024-01-04 10:20:00,Thursday,10,no,no,no,130,127,213,286,426,536,600,529,26.7,24.5,23.8,24.8,High,87,83,87,68,4,21,19,1502,1,0,0,5
2024-01-04 10:25:00,Thursday,10,no,no,no,164,234,283,194,534,672,641,692,26.4,24.2,25.9,24.0,High,73,78,88,77,27,2,7,1844,2,1,0,4
2024-01-04 10:30:00,Thursday,10,no,no,no,234,141,233,343,454,500,663,637,26.9,26.6,23.6,25.1,High,79,74,72,64,2,45,42,2976,0,2,1,4
2024-01-04 10:35:00,Thursday,10,no,no,no,115,270,125,183,549,550,570,559,24.6,23.7,26.2,27.0,High,70,86,80,63,22,12,11,2705,0,1,2,2
2024-01-04 10:40:00,Thursday,10,no,no,no,136,140,289,257,617,520,569,642,24.4,25.4,26.5,24.7,High,73,78,87,63,0,45,9,1764,2,0,1,3
2024-01-04 10:45:00,Thursday,10,no,no,no,258,178,122,175,580,476,473,634,23.3,23.2,24.8,24.4,High,89,82,70,77,32,2,45,1652,0,2,1,5
2024-01-04 10:50:00,Thursday,10,no,no,no,121,103,240,185,403,470,562,705,24.8,24.9,26.1,25.3,High,80,82,79,72,3,23,26,1397,0,1,2,5
2024-01-04 10:55:00,Thursday,10,no,no,no,150,106,136,322,621,416,512,455,23.9,23.0,24.2,25.0,High,83,71,71,61,8,32,20,1549,1,0,2,5
2024-01-04 11:00:00,Thursday,11,no,no,no,272,168,246,338,641,523,415,452,23.9,26.7,24.3,25.4,High,70,87,78,73,49,2,44,1923,2,2,2,2
2024-01-04 11:05:00,Thursday,11,no,no,no,289,231,153,166,635,463,529,691,25.2,25.5,24.8,25.7,High,88,81,72,64,11,4,24,1033,2,2,2,5
2024-01-04 11:10:00,Thursday,11,no,no,no,158,195,163,161,589,610,580,719,23.1,26.1,26.8,26.0,High,88,85,81,73,26,28,4,2564,1,2,2,4
2024-01-04 11:15:00,Thursday,11,no,no,no,149,231,263,285,615,475,525,590,24.4,26.6,23.5,26.7,High,84,80,83,67,34,12,33,2468,0,0,0,4
2024-01-04 11:20:00,Thursday,11,no,no,no,214,194,269,291,606,509,572,577,24.2,26.0,25.9,27.5,High,70,76,83,63,41,36,2,1114,1,0,1,5
2024-01-04 11:25:00,Thursday,11,no,no,no,179,182,289,335,452,534,488,745,26.7,24.8,25.5,27.9,High,82,72,80,65,1,6,2,1482,2,2,2,4
2024-01-04 11:30:00,Thursday,11,no,no,no,214,268,280,303,646,667,453,554,25.3,25.2,25.0,25.3,High,82,84,88,76,7,15,37,2083,0,1,1,2
2024-01-04 11:35:00,Thursday,11,no,no,no,202,250,196,167,539,443,557,717,26.4,26.6,26.4,24.4,High,70,86,80,76,41,10,11,2350,0,0,0,2
2024-01-04 11:40:00,Thursday,11,no,no,no,202,156,179,278,683,694,472,704,26.8,24.4,26.3,26.5,High,71,89,79,78,27,16,19,2828,1,0,2,4
2024-01-04 11:45:00,Thursday,11,no,no,no,255,152,157,300,626,604,510,592,25.2,24.1,26.2,24.7,High,89,89,70,79,17,4,28,1750,2,1,1,5
2024-01-04 11:50:00,Thursday,11,no,no,no,221,155,220,183,625,557,699,480,26.3,23.6,25.7,25.9,Medium,84,87,86,74,4,25,16,1182,1,1,2,2
2024-01-04 11:55:00,Thursday,11,no,no,no,297,254,103,302,534,415,480,477,26.0,23.2,26.1,27.5,High,82,86,80,60,49,25,43,1154,2,2,0,2
2024-01-04 12:00:00,Thursday,12,no,no,no,102,218,207,218,692,669,659,735,23.0,23.5,25.0,24.0,High,74,80,79,74,44,37,11,1914,1,2,2,2
2024-01-04 12:05:00,Thursday,12,no,no,no,117,161,234,221,683,625,684,701,26.1,26.9,23.3,27.8,High,77,80,80,61,9,20,21,2262,0,1,2,2
2024-01-04 12:10:00,Thursday,12,no,no,no,249,209,296,229,696,465,451,502,23.9,24.1,26.9,27.1,High,84,77,70,64,42,48,49,1517,2,0,0,4
2024-01-04 12:15:00,Thursday,12,no,no,no,229,228,251,238,594,677,531,453,24.9,23.8,24.4,24.0,High,75,74,74,79,11,10,28,2352,1,1,0,5
2024-01-04 12:20:00,Thursday,12,no,no,no,101,113,256,298,496,445,650,498,25.6,26.3,26.1,27.3,High,88,88,82,71,31,19,4,2563,2,0,1,4
2024-01-04 12:25:00,Thursday,12,no,no,no,115,197,175,247,439,603,502,716,25.5,25.1,23.2,26.3,High,78,84,81,69,39,47,1,2150,0,2,1,4
2024-01-04 12:30:00,Thursday,12,no,no,no,277,268,141,182,552,462,662,712,24.2,27.0,25.9,26.1,High,84,78,72,63,6,36,0,1360,1,1,1,5
2024-01-04 12:35:00,Thursday,12,no,no,no,197,260,185,169,451,644,516,660,24.9,25.0,26.9,25.0,High,76,80,72,69,22,16,11,2111,0,1,1,4
2024-01-04 12:40:00,Thursday,12,no,no,no,160,191,105,233,577,476,419,703,25.3,23.4,27.0,25.2,High,72,81,76,64,7,1,35,2775,1,2,2,4
2024-01-04 12:45:00,Thursday,12,no,no,no,229,212,262,165,474,497,539,563,24.1,23.0,24.9,26.1,Medium,70,82,84,63,47,18,20,1896,2,1,2,5
2024-01-04 12:50:00,Thursday,12,no,no,no,161,174,226,205,532,579,532,592,25.2,23.2,24.6,26.1,High,76,76,86,60,7,6,26,2298,2,1,1,5
2024-01-04 12:55:00,Thursday,12,no,no,no,197,270,256,232,438,425,592,578,24.9,24.3,24.2,24.3,High,80,81,74,65,21,19,47,1471,1,0,1,3
2024-01-04 13:00:00,Thursday,13,no,no,no,111,298,290,292,570,651,578,579,24.8,23.8,26.4,27.0,High,85,71,72,69,39,11,27,2968,2,0,2,5
2024-01-04 13:05:00,Thursday,13,no,no,no,149,185,154,309,481,646,655,467,24.5,25.1,24.1,25.0,High,76,73,74,67,41,47,39,2184,2,1,2,4
2024-01-04 13:10:00,Thursday,13,no,no,no,270,111,191,154,471,615,598,570,27.0,26.2,25.5,24.9,Medium,73,79,88,63,44,3,34,1758,2,2,1,4
2024-01-04 13:15:00,Thursday,13,no,no,no,283,229,274,282,632,573,641,697,23.4,26.6,24.9,27.0,High,75,78,81,60,21,26,39,1090,2,0,1,5
2024-01-04 13:20:00,Thursday,13,no,no,no,130,282,288,231,688,628,436,460,26.0,26.6,23.6,24.6,High,80,71,88,78,7,11,25,1554,0,0,0,3
2024-01-04 13:25:00,Thursday,13,no,no,no,172,232,159,300,555,643,668,577,25.5,25.3,26.5,24.1,High,82,74,87,60,10,26,31,1333,0,0,1,5
2024-01-04 13:30:00,Thursday,13,no,no,no,123,177,180,238,505,586,555,681,26.8,25.7,27.0,27.7,High,70,82,76,65,32,35,21,2458,0,1,1,5
2024-01-04 13:35:00,Thursday,13,no,no,no,135,290,198,220,538,678,479,700,25.4,26.2,23.2,24.2,High,73,81,75,69,28,31,48,1871,0,1,1,4
2024-01-04 13:40:00,Thursday,13,no,no,no,127,261,198,192,673,472,421,685,26.3,24.3,25.5,27.3,High,81,77,78,61,25,1,8,2508,1,2,0,5
2024-01-04 13:45:00,Thursday,13,no,no,no,218,196,252,287,423,520,682,656,26.0,25.8,25.4,24.3,High,87,73,81,67,33,27,38,1791,2,2,1,4
2024-01-04 13:50:00,Thursday,13,no,no,no,114,273,281,226,414,596,524,679,25.6,25.9,24.8,27.5,High,76,85,77,65,6,3,13,1105,0,2,1,5
2024-01-04 13:55:00,Thursday,13,no,no,no,254,182,105,156,539,699,624,623,25.9,25.9,24.3,26.2,High,85,82,76,69,5,21,48,2878,1,1,1,5
2024-01-04 14:00:00,Thursday,14,no,no,no,100,269,276,338,559,446,507,539,25.7,24.8,26.4,24.7,High,80,73,79,76,34,32,15,2995,2,0,1,3
2024-01-04 14:05:00,Thursday,14,no,no,no,214,111,181,192,419,419,540,551,25.2,25.1,26.1,26.9,Medium,83,76,86,62,16,49,49,1975,1,0,2,5
2024-01-04 14:10:00,Thursday,14,no,no,no,136,299,231,237,435,609,606,592,26.9,25.7,24.2,26.3,High,89,85,71,79,19,44,9,1794,2,2,0,3
2024-01-04 14:15:00,Thursday,14,no,no,no,171,235,253,256,518,678,437,745,26.4,26.6,26.9,24.7,High,84,73,87,63,44,31,25,1613,1,0,2,5
2024-01-04 14:20:00,Thursday,14,no,no,no,136,111,240,227,584,491,567,595,23.6,25.1,25.8,24.8,High,78,75,88,66,31,14,45,1830,1,2,2,4
2024-01-04 14:25:00,Thursday,14,no,no,no,105,173,134,340,658,642,501,532,24.5,27.0,26.9,28.0,High,83,89,84,60,44,42,33,2003,1,0,1,3
2024-01-04 14:30:00,Thursday,14,no,no,no,220,206,291,318,519,435,691,494,23.8,23.2,26.7,24.9,High,83,78,81,70,24,12,26,1907,0,2,2,5
2024-01-04 14:35:00,Thursday,14,no,no,no,243,248,199,343,657,439,532,496,26.1,25.5,25.7,27.0,High,88,82,87,71,37,37,26,1836,1,0,1,3
2024-01-04 14:40:00,Thursday,14,no,no,no,259,184,127,172,647,526,614,561,23.9,26.1,26.6,27.9,High,85,89,87,74,8,44,27,2965,0,0,0,3
2024-01-04 14:45:00,Thursday,14,no,no,no,160,142,261,213,436,608,561,495,24.6,24.0,24.5,27.4,High,71,80,81,67,0,38,14,1924,0,0,2,4
2024-01-04 14:50:00,Thursday,14,no,no,no,135,108,119,303,658,492,501,499,25.3,24.9,24.3,28.0,High,75,73,88,68,1,39,20,1640,0,1,2,4
2024-01-04 14:55:00,Thursday,14,no,no,no,188,267,182,259,568,697,423,581,26.6,24.9,26.8,24.9,High,85,84,81,76,42,9,26,2253,1,1,0,5
2024-01-04 15:00:00,Thursday,15,no,no,no,272,261,256,303,436,402,457,735,23.8,24.7,24.0,24.1,High,83,78,81,71,37,25,14,1656,0,0,0,4
2024-01-04 15:05:00,Thursday,15,no,no,no,214,194,181,314,675,612,595,565,25.6,24.7,25.0,27.5,High,73,77,77,67,21,16,30,1349,2,0,1,3
2024-01-04 15:10:00,Thursday,15,no,no,no,265,296,116,291,620,672,484,733,23.2,25.4,25.1,25.1,High,89,83,80,68,24,13,23,1204,1,2,1,4
2024-01-04 15:15:00,Thursday,15,no,no,no,279,269,129,194,471,669,556,569,26.4,24.8,26.3,25.5,Medium,70,82,75,61,43,4,21,1496,2,1,1,5
2024-01-04 15:20:00,Thursday,15,no,no,no,255,102,280,335,571,656,660,703,23.9,26.1,25.7,25.5,High,71,75,74,67,2,11,7,1805,2,0,0,3
2024-01-04 15:25:00,Thursday,15,no,no,no,114,164,188,205,466,579,569,560,26.0,26.6,24.0,27.3,High,79,81,75,75,4,13,46,2831,1,1,2,5
2024-01-04 15:30:00,Thursday,15,no,no,no,119,265,192,161,526,456,543,681,24.1,23.6,26.4,26.1,High,72,87,82,67,36,46,32,1612,0,2,2,2
2024-01-04 15:35:00,Thursday,15,no,no,no,208,161,276,235,691,430,532,614,25.4,24.5,23.7,27.6,High,79,82,77,72,2,1,11,1964,0,1,1,2
2024-01-04 15:40:00,Thursday,15,no,no,no,153,231,116,168,564,502,595,734,24.0,24.9,26.4,25.9,High,72,88,88,76,10,4,34,2623,2,1,2,2
2024-01-04 15:45:00,Thursday,15,no,no,no,197,258,113,252,688,549,555,731,25.9,25.5,25.1,26.9,High,76,84,81,63,3,8,46,1119,2,0,1,4
2024-01-04 15:50:00,Thursday,15,no,no,no,192,122,145,255,431,498,424,704,24.4,24.5,24.8,27.5,High,70,84,82,64,41,22,2,2637,2,1,0,2
2024-01-04 15:55:00,Thursday,15,no,no,no,251,127,129,333,531,499,580,475,24.7,26.1,23.4,24.0,High,71,84,72,79,23,13,43,1709,2,2,1,5
2024-01-04 16:00:00,Thursday,16,no,no,no,253,217,188,247,695,446,578,630,23.9,26.0,23.5,25.9,High,82,71,78,64,31,13,16,2386,2,2,0,5
2024-01-04 16:05:00,Thursday,16,no,no,no,281,230,279,189,664,450,511,526,24.9,25.4,26.4,26.4,Medium,86,77,89,67,31,19,8,1993,1,2,2,5
2024-01-04 16:10:00,Thursday,16,no,no,no,259,172,115,157,487,631,600,695,23.6,23.8,25.3,27.3,High,70,75,80,68,15,37,34,2684,0,0,1,3
2024-01-04 16:15:00,Thursday,16,no,no,no,176,157,287,217,475,631,423,463,25.7,23.6,25.5,26.9,High,87,76,82,68,21,36,19,2684,2,0,0,2
2024-01-04 16:20:00,Thursday,16,no,no,no,213,233,278,225,653,637,533,618,24.0,24.0,25.4,27.1,High,70,86,76,60,48,43,6,1946,2,0,1,2
2024-01-04 16:25:00,Thursday,16,no,no,no,293,165,258,251,624,573,537,526,26.9,25.1,26.0,24.5,High,76,86,76,63,2,46,6,1053,0,2,1,2
